Round,Type,Year,Period,TeamA,TeamB,TeamAScore,TeamBScore,DivisionGame,ConferenceGame,Game_ID,RoadJersey,HomeJersey,JerseyClashAdjusted
Regular,Regular Season,2027,4,St. Louis,Cincinnati,0.0,0.0,0,0,2027_112,Icon,Association,False
Regular,Regular Season,2027,4,San Diego,Pittsburgh,0.0,0.0,0,0,2027_113,Icon,Association,False
Regular,Regular Season,2027,4,Honolulu,Providence,0.0,0.0,0,0,2027_114,Statement,Statement,False
Regular,Regular Season,2027,4,San Jose,Jacksonville,0.0,0.0,0,0,2027_115,Icon,Association,False
Regular,Regular Season,2027,4,El Paso,Kentucky,0.0,0.0,0,0,2027_116,Icon,Statement,False
Regular,Regular Season,2027,4,Vegas,Lansing,0.0,0.0,0,0,2027_117,Icon,Statement,False
Regular,Regular Season,2027,4,Vancouver,Austin,0.0,0.0,0,1,2027_118,Icon,Association,False
Regular,Regular Season,2027,4,Anaheim,Albuquerque,0.0,0.0,0,1,2027_119,Association,Statement,True
Regular,Regular Season,2027,4,Boise,Lincoln,0.0,0.0,1,1,2027_120,Icon,Association,False
Regular,Regular Season,2027,5,Baltimore,Tulsa,0.0,0.0,0,0,2027_121,Icon,Association,False
Regular,Regular Season,2027,5,Tampa Bay,Manchester,0.0,0.0,0,1,2027_122,Icon,Statement,False
Regular,Regular Season,2027,5,Columbus,Nashville,0.0,0.0,0,1,2027_123,Icon,Association,False
Regular,Regular Season,2027,5,Buffalo,Des Moines,0.0,0.0,0,1,2027_124,Icon,Association,False
Regular,Regular Season,2027,5,Birmingham,Anchorage,0.0,0.0,0,0,2027_125,Icon,Association,False
Regular,Regular Season,2027,5,Little Rock,Seattle,0.0,0.0,0,0,2027_126,Icon,Association,False
Regular,Regular Season,2027,5,Cincinnati,St. Louis,0.0,0.0,0,0,2027_127,Statement,Association,False
Regular,Regular Season,2027,5,Pittsburgh,San Diego,0.0,0.0,0,0,2027_128,Icon,Association,False
Regular,Regular Season,2027,5,Providence,Honolulu,0.0,0.0,0,0,2027_129,Statement,Association,False
Regular,Regular Season,2027,5,Jacksonville,San Jose,0.0,0.0,0,0,2027_130,Icon,Association,False
Regular,Regular Season,2027,5,Kentucky,El Paso,0.0,0.0,0,0,2027_131,Icon,Association,False
Regular,Regular Season,2027,5,Lansing,Vegas,0.0,0.0,0,0,2027_132,Icon,Association,False
Regular,Regular Season,2027,5,Austin,Vancouver,0.0,0.0,0,1,2027_133,Statement,Statement,False
Regular,Regular Season,2027,5,Albuquerque,Anaheim,0.0,0.0,0,1,2027_134,Icon,Association,False
Regular,Regular Season,2027,5,Lincoln,Boise,0.0,0.0,1,1,2027_135,Statement,Association,False
Regular,Regular Season,2027,5,Boise,Vancouver,0.0,0.0,1,1,2027_136,Icon,Association,False
Regular,Regular Season,2027,5,Lincoln,Vegas,0.0,0.0,0,1,2027_137,Icon,Association,False
Regular,Regular Season,2027,5,Albuquerque,El Paso,0.0,0.0,1,1,2027_138,Icon,Association,False
Regular,Regular Season,2027,5,Austin,San Jose,0.0,0.0,0,1,2027_139,Icon,Association,False
Regular,Regular Season,2027,5,Tulsa,Honolulu,0.0,0.0,0,1,2027_140,Icon,Association,False
Regular,Regular Season,2027,5,Anchorage,San Diego,0.0,0.0,0,1,2027_141,Icon,Association,False
Regular,Regular Season,2027,5,Seattle,St. Louis,0.0,0.0,0,1,2027_142,Icon,Statement,False
Regular,Regular Season,2027,5,Anaheim,Pittsburgh,0.0,0.0,0,0,2027_143,Icon,Association,False
Regular,Regular Season,2027,5,Providence,Cincinnati,0.0,0.0,0,1,2027_144,Icon,Association,False
Regular,Regular Season,2027,5,Jacksonville,Little Rock,0.0,0.0,1,1,2027_145,Icon,Association,False
Regular,Regular Season,2027,5,Kentucky,Birmingham,0.0,0.0,0,1,2027_146,Icon,Statement,False
Regular,Regular Season,2027,5,Lansing,Buffalo,0.0,0.0,0,1,2027_147,Icon,Association,False
Regular,Regular Season,2027,5,Des Moines,Columbus,0.0,0.0,1,1,2027_148,Icon,Association,False
Regular,Regular Season,2027,5,Nashville,Tampa Bay,0.0,0.0,1,1,2027_149,Icon,Association,False
Regular,Regular Season,2027,5,Manchester,Baltimore,0.0,0.0,1,1,2027_150,Icon,Association,False
Regular,Regular Season,2027,6,Tulsa,Pittsburgh,0.0,0.0,0,0,2027_151,Icon,Association,False
Regular,Regular Season,2027,6,Cincinnati,Providence,0.0,0.0,0,1,2027_152,Icon,Association,False
Regular,Regular Season,2027,6,Little Rock,Jacksonville,0.0,0.0,1,1,2027_153,Icon,Association,False
Regular,Regular Season,2027,6,Birmingham,Kentucky,0.0,0.0,0,1,2027_154,Icon,Association,False
Regular,Regular Season,2027,6,Buffalo,Lansing,0.0,0.0,0,1,2027_155,Icon,Statement,False
Regular,Regular Season,2027,6,Columbus,Austin,0.0,0.0,0,0,2027_156,Statement,Association,False
Regular,Regular Season,2027,6,Tampa Bay,Albuquerque,0.0,0.0,0,0,2027_157,Icon,Association,False
Regular,Regular Season,2027,6,Baltimore,Lincoln,0.0,0.0,0,0,2027_158,Icon,Association,False
Regular,Regular Season,2027,6,Manchester,Boise,0.0,0.0,0,0,2027_159,Icon,Association,True
Regular,Regular Season,2027,6,Nashville,Anaheim,0.0,0.0,0,0,2027_160,Icon,Association,False
Regular,Regular Season,2027,6,Des Moines,Vancouver,0.0,0.0,0,0,2027_161,Icon,Association,False
Regular,Regular Season,2027,6,Anchorage,Vegas,0.0,0.0,0,1,2027_162,Icon,Association,False
Regular,Regular Season,2027,6,Seattle,El Paso,0.0,0.0,0,1,2027_163,Icon,Statement,False
Regular,Regular Season,2027,6,St. Louis,San Jose,0.0,0.0,0,1,2027_164,Icon,Association,False
Regular,Regular Season,2027,6,San Diego,Honolulu,0.0,0.0,1,1,2027_165,Icon,Association,False
Regular,Regular Season,2027,6,Nashville,Tulsa,0.0,0.0,0,0,2027_166,Icon,Association,False
Regular,Regular Season,2027,6,Manchester,Des Moines,0.0,0.0,0,1,2027_167,Icon,Statement,True
Regular,Regular Season,2027,6,Baltimore,Anchorage,0.0,0.0,0,0,2027_168,Icon,Association,False
Regular,Regular Season,2027,6,Tampa Bay,Seattle,0.0,0.0,0,0,2027_169,Icon,Association,False
Regular,Regular Season,2027,6,Columbus,St. Louis,0.0,0.0,0,0,2027_170,Icon,Association,False
Regular,Regular Season,2027,6,Buffalo,San Diego,0.0,0.0,0,0,2027_171,Icon,Association,False
Regular,Regular Season,2027,6,Birmingham,Honolulu,0.0,0.0,0,0,2027_172,Icon,Association,False
Regular,Regular Season,2027,6,Little Rock,San Jose,0.0,0.0,0,0,2027_173,Icon,Association,False
Regular,Regular Season,2027,6,Cincinnati,El Paso,0.0,0.0,0,0,2027_174,Icon,Association,False
Regular,Regular Season,2027,6,Pittsburgh,Vegas,0.0,0.0,0,0,2027_175,Icon,Association,False
Regular,Regular Season,2027,6,Providence,Vancouver,0.0,0.0,0,0,2027_176,Icon,Association,False
Regular,Regular Season,2027,6,Jacksonville,Anaheim,0.0,0.0,0,0,2027_177,Statement,Association,False
Regular,Regular Season,2027,6,Kentucky,Boise,0.0,0.0,0,0,2027_178,Icon,Association,False
Regular,Regular Season,2027,6,Lansing,Lincoln,0.0,0.0,0,0,2027_179,Icon,Association,False
Regular,Regular Season,2027,6,Austin,Albuquerque,0.0,0.0,1,1,2027_180,Icon,Association,False
Regular,Regular Season,2027,7,Anchorage,Tulsa,0.0,0.0,0,1,2027_181,Statement,Statement,False
Regular,Regular Season,2027,7,Des Moines,Seattle,0.0,0.0,0,0,2027_182,Icon,Association,False
Regular,Regular Season,2027,7,Nashville,St. Louis,0.0,0.0,0,0,2027_183,Icon,Association,False
Regular,Regular Season,2027,7,Manchester,San Diego,0.0,0.0,0,0,2027_184,Icon,Association,False
Regular,Regular Season,2027,7,Baltimore,Honolulu,0.0,0.0,0,0,2027_185,Icon,Statement,False
Regular,Regular Season,2027,7,Tampa Bay,San Jose,0.0,0.0,0,0,2027_186,Icon,Association,False
Regular,Regular Season,2027,7,Columbus,El Paso,0.0,0.0,0,0,2027_187,Icon,Association,False
Regular,Regular Season,2027,7,Buffalo,Vegas,0.0,0.0,0,0,2027_188,Icon,Association,False
Regular,Regular Season,2027,7,Birmingham,Vancouver,0.0,0.0,0,0,2027_189,Icon,Statement,False
Regular,Regular Season,2027,7,Little Rock,Anaheim,0.0,0.0,0,0,2027_190,Icon,Association,False
Regular,Regular Season,2027,7,Cincinnati,Boise,0.0,0.0,0,0,2027_191,Icon,Association,False
Regular,Regular Season,2027,7,Pittsburgh,Lincoln,0.0,0.0,0,0,2027_192,Icon,Association,False
Regular,Regular Season,2027,7,Providence,Albuquerque,0.0,0.0,0,0,2027_193,Icon,Association,False
Regular,Regular Season,2027,7,Jacksonville,Austin,0.0,0.0,0,0,2027_194,Icon,Association,False
Regular,Regular Season,2027,7,Kentucky,Lansing,0.0,0.0,1,1,2027_195,Statement,Association,False
Regular,Regular Season,2027,7,Cincinnati,Tulsa,0.0,0.0,0,0,2027_196,Icon,Association,False
Regular,Regular Season,2027,7,Pittsburgh,Little Rock,0.0,0.0,0,1,2027_197,Icon,Association,False
Regular,Regular Season,2027,7,Providence,Birmingham,0.0,0.0,0,1,2027_198,Icon,Association,False
Regular,Regular Season,2027,7,Jacksonville,Buffalo,0.0,0.0,0,1,2027_199,Icon,Association,False
Regular,Regular Season,2027,7,Kentucky,Columbus,0.0,0.0,1,1,2027_200,Icon,Association,False
Regular,Regular Season,2027,7,Lansing,Tampa Bay,0.0,0.0,0,1,2027_201,Icon,Association,False
Regular,Regular Season,2027,7,Austin,Baltimore,0.0,0.0,0,0,2027_202,Icon,Association,False
Regular,Regular Season,2027,7,Albuquerque,Manchester,0.0,0.0,0,0,2027_203,Icon,Association,False
Regular,Regular Season,2027,7,Lincoln,Nashville,0.0,0.0,0,0,2027_204,Statement,Association,False
Regular,Regular Season,2027,7,Boise,Des Moines,0.0,0.0,0,0,2027_205,Icon,Association,False
Regular,Regular Season,2027,7,Anaheim,Anchorage,0.0,0.0,0,1,2027_206,Statement,Association,False
Regular,Regular Season,2027,7,Vancouver,Seattle,0.0,0.0,1,1,2027_207,Association,Statement,True
Regular,Regular Season,2027,7,Vegas,St. Louis,0.0,0.0,0,1,2027_208,Icon,Association,False
Regular,Regular Season,2027,7,El Paso,San Diego,0.0,0.0,0,1,2027_209,Icon,Association,False
Regular,Regular Season,2027,7,San Jose,Honolulu,0.0,0.0,1,1,2027_210,Icon,Association,False
Regular,Regular Season,2027,8,Anchorage,Austin,0.0,0.0,0,1,2027_211,Icon,Statement,False
Regular,Regular Season,2027,8,Seattle,Albuquerque,0.0,0.0,0,1,2027_212,Icon,Statement,False
Regular,Regular Season,2027,8,St. Louis,Lincoln,0.0,0.0,0,1,2027_213,Icon,Association,False
Regular,Regular Season,2027,8,San Diego,Boise,0.0,0.0,0,1,2027_214,Icon,Association,False
Regular,Regular Season,2027,8,Honolulu,Anaheim,0.0,0.0,1,1,2027_215,Statement,Association,False
Regular,Regular Season,2027,8,San Jose,Vancouver,0.0,0.0,0,1,2027_216,Icon,Association,False
Regular,Regular Season,2027,8,El Paso,Vegas,0.0,0.0,0,1,2027_217,Icon,Association,False
Regular,Regular Season,2027,8,Tulsa,Des Moines,0.0,0.0,0,0,2027_218,Icon,Association,False
Regular,Regular Season,2027,8,Nashville,Lansing,0.0,0.0,0,1,2027_219,Icon,Association,False
Regular,Regular Season,2027,8,Manchester,Kentucky,0.0,0.0,0,1,2027_220,Icon,Association,True
Regular,Regular Season,2027,8,Baltimore,Jacksonville,0.0,0.0,0,1,2027_221,Statement,Statement,False
Regular,Regular Season,2027,8,Tampa Bay,Providence,0.0,0.0,0,1,2027_222,Statement,Statement,False
Regular,Regular Season,2027,8,Columbus,Pittsburgh,0.0,0.0,0,1,2027_223,Icon,Statement,False
Regular,Regular Season,2027,8,Buffalo,Cincinnati,0.0,0.0,0,1,2027_224,Statement,Association,False
Regular,Regular Season,2027,8,Birmingham,Little Rock,0.0,0.0,1,1,2027_225,Icon,Association,False
Regular,Regular Season,2027,8,St. Louis,Anchorage,0.0,0.0,0,1,2027_226,Icon,Association,False
Regular,Regular Season,2027,8,San Diego,Tulsa,0.0,0.0,0,1,2027_227,Statement,Association,False
Regular,Regular Season,2027,8,Honolulu,Austin,0.0,0.0,0,1,2027_228,Association,Statement,True
Regular,Regular Season,2027,8,San Jose,Albuquerque,0.0,0.0,0,1,2027_229,Icon,Association,False
Regular,Regular Season,2027,8,El Paso,Lincoln,0.0,0.0,0,1,2027_230,Icon,Association,False
Regular,Regular Season,2027,8,Vegas,Boise,0.0,0.0,0,1,2027_231,Icon,Statement,False
Regular,Regular Season,2027,8,Vancouver,Anaheim,0.0,0.0,0,1,2027_232,Icon,Association,False
Regular,Regular Season,2027,8,Seattle,Manchester,0.0,0.0,0,0,2027_233,Icon,Association,False
Regular,Regular Season,2027,8,Baltimore,Nashville,0.0,0.0,0,1,2027_234,Icon,Statement,False
Regular,Regular Season,2027,8,Tampa Bay,Des Moines,0.0,0.0,0,1,2027_235,Icon,Association,False
Regular,Regular Season,2027,8,Columbus,Lansing,0.0,0.0,1,1,2027_236,Icon,Association,False
Regular,Regular Season,2027,8,Buffalo,Kentucky,0.0,0.0,0,1,2027_237,Statement,Association,False
Regular,Regular Season,2027,8,Birmingham,Jacksonville,0.0,0.0,1,1,2027_238,Icon,Association,False
Regular,Regular Season,2027,8,Little Rock,Providence,0.0,0.0,0,1,2027_239,Icon,Association,False
Regular,Regular Season,2027,8,Cincinnati,Pittsburgh,0.0,0.0,0,1,2027_240,Icon,Association,False
Regular,Regular Season,2027,9,Tulsa,Seattle,0.0,0.0,0,1,2027_241,Icon,Association,False
Regular,Regular Season,2027,9,St. Louis,Anchorage,0.0,0.0,0,1,2027_242,Icon,Association,False
Regular,Regular Season,2027,9,San Diego,Des Moines,0.0,0.0,0,0,2027_243,Icon,Statement,False
Regular,Regular Season,2027,9,Honolulu,Nashville,0.0,0.0,0,0,2027_244,Statement,Association,False
Regular,Regular Season,2027,9,San Jose,Manchester,0.0,0.0,0,0,2027_245,Icon,Association,False
Regular,Regular Season,2027,9,El Paso,Baltimore,0.0,0.0,0,0,2027_246,Icon,Association,False
Regular,Regular Season,2027,9,Vegas,Tampa Bay,0.0,0.0,0,0,2027_247,Icon,Statement,False
Regular,Regular Season,2027,9,Vancouver,Columbus,0.0,0.0,0,0,2027_248,Icon,Statement,False
Regular,Regular Season,2027,9,Anaheim,Buffalo,0.0,0.0,0,0,2027_249,Statement,Statement,False
Regular,Regular Season,2027,9,Boise,Birmingham,0.0,0.0,0,0,2027_250,Icon,Statement,False
Regular,Regular Season,2027,9,Lincoln,Little Rock,0.0,0.0,0,0,2027_251,Icon,Statement,False
Regular,Regular Season,2027,9,Albuquerque,Cincinnati,0.0,0.0,0,0,2027_252,Icon,Statement,False
Regular,Regular Season,2027,9,Austin,Pittsburgh,0.0,0.0,0,0,2027_253,Statement,Association,False
Regular,Regular Season,2027,9,Lansing,Providence,0.0,0.0,0,1,2027_254,Icon,Association,False
Regular,Regular Season,2027,9,Kentucky,Jacksonville,0.0,0.0,0,1,2027_255,Icon,Statement,False
Regular,Regular Season,2027,9,Albuquerque,Boise,0.0,0.0,0,1,2027_256,Icon,Association,False
Regular,Regular Season,2027,9,Austin,Anaheim,0.0,0.0,0,1,2027_257,Icon,Association,False
Regular,Regular Season,2027,9,Tulsa,Vancouver,0.0,0.0,0,1,2027_258,Icon,Statement,False
Regular,Regular Season,2027,9,Anchorage,Vegas,0.0,0.0,0,1,2027_259,Icon,Association,False
Regular,Regular Season,2027,9,Seattle,El Paso,0.0,0.0,0,1,2027_260,Icon,Statement,False
Regular,Regular Season,2027,9,St. Louis,San Jose,0.0,0.0,0,1,2027_261,Icon,Statement,False
Regular,Regular Season,2027,9,San Diego,Honolulu,0.0,0.0,1,1,2027_262,Icon,Association,False
