Player,SleeperID,PFRID,HeadshotURL,PFRHeadshotURL,MatchMethod,NeedsReview
Amon-Ra St. Brown,7547,StxxAm00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fd8nwhm6pvxfyzphzl6i",https://www.pro-football-reference.com/req/20230307/images/headshots/StxxAm00_2025.jpg,Unique Name,False
Anders Carlson,,CarlAn00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hier2cwevwkhkpgoxvb2",https://www.pro-football-reference.com/req/20230307/images/headshots/CarlAn00_2025.jpg,Unique Name,False
Andrei Iosivas,10226,IosiAn00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zvanfldklpds1gp08bsp",https://www.pro-football-reference.com/req/20230307/images/headshots/IosiAn00_2025.jpg,Unique Name,False
Andy Dalton,829,DaltAn00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nyjb97rajdqckaxsoniv",https://www.pro-football-reference.com/req/20230307/images/headshots/DaltAn00_2025.jpg,Unique Name,False
Andy Isabella,5915,IsabAn00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qpqphhsofn96dvojfsx1",https://www.pro-football-reference.com/req/20230307/images/headshots/IsabAn00_2025.jpg,Unique Name,False
Anthony Richardson,9229,RichAn03,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wrddeyklfcgk9qybgofq",https://www.pro-football-reference.com/req/20230307/images/headshots/RichAn03_2025.jpg,Unique Name,False
Anthony Schwartz,7533,SchwAn00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wqrxhwwlgpjkb6w8edgo",https://www.pro-football-reference.com/req/20230307/images/headshots/SchwAn00_2025.jpg,Unique Name,False
Antonio Gibson,6945,,,,,True
Antonio Williams,13301,,,,,True
Arian Smith,12539,SmitAr01,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/asywvwrn6zhlidxothqn",https://www.pro-football-reference.com/req/20230307/images/headshots/SmitAr01_2025.jpg,Unique Name,False
Ashton Dulin,6427,DuliAs00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tfiokr6nyal5c5qgdj1c",https://www.pro-football-reference.com/req/20230307/images/headshots/DuliAs00_2025.jpg,Unique Name,False
Ashton Jeanty,12527,JeanAs00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/syspis1mntov9kgspb7r",https://www.pro-football-reference.com/req/20230307/images/headshots/JeanAs00_2025.jpg,Unique Name,False
Audric Estime,11579,,,,,True
Austin Ekeler,4663,EkelAu00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sldndpn2zwt4uhkj2zks",https://www.pro-football-reference.com/req/20230307/images/headshots/EkelAu00_2025.jpg,Unique Name,False
Austin Hooper,3202,HoopAu00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gfvav2gybtr174ckovpk",https://www.pro-football-reference.com/req/20230307/images/headshots/HoopAu00_2025.jpg,Unique Name,False
Bailey Zappe,8157,ZappBa00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bdiiarfqwhyvsmmxtvg5",https://www.pro-football-reference.com/req/20230307/images/headshots/ZappBa00_2025.jpg,Unique Name,False
Baker Mayfield,4892,MayfBa00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/i2uufyghiphx4oihgucm",https://www.pro-football-reference.com/req/20230307/images/headshots/MayfBa00_2025.jpg,Unique Name,False
Ben Roethlisberger,,RoetBe00,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vziogpnyp9d0xtpiuqhr",https://www.pro-football-reference.com/req/20230307/images/headshots/RoetBe00_2025.jpg,Unique Name,False
Ben Sinnott,11596,SinnBe00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zwjmu9wyutlpkace9ukf",https://www.pro-football-reference.com/req/20230307/images/headshots/SinnBe00_2025.jpg,Unique Name,False
Ben Skowronek,7757,SkowBe00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/drojmh3dbpuagobvilzv",https://www.pro-football-reference.com/req/20230307/images/headshots/SkowBe00_2025.jpg,Unique Name,False
Bhayshul Tuten,12490,TuteBh00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uf6bidyfjeemrlgsibiz",https://www.pro-football-reference.com/req/20230307/images/headshots/TuteBh00_2025.jpg,Unique Name,False
Bijan Robinson,9509,RobiBi01,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rjaf9auhx3lrktzgwpfb",https://www.pro-football-reference.com/req/20230307/images/headshots/RobiBi01_2025.jpg,Unique Name,False
Blake Corum,11586,CoruBl00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gytdgnrjj3jk8rlfxz85",https://www.pro-football-reference.com/req/20230307/images/headshots/CoruBl00_2025.jpg,Unique Name,False
Blake Grupe,,GrupBl00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/de3vz6xjjo9paba6encd",https://www.pro-football-reference.com/req/20230307/images/headshots/GrupBl00_2025.jpg,Unique Name,False
Blake Watson,11568,WatsBl00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fqa3khjrz3ngvq27wgzz",https://www.pro-football-reference.com/req/20230307/images/headshots/WatsBl00_2025.jpg,Unique Name,False
Bo Melton,8204,MeltBo00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yt6xe5fxszt0byq1uszm",https://www.pro-football-reference.com/req/20230307/images/headshots/MeltBo00_2025.jpg,Unique Name,False
Bo Nix,11563,NixxBo00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/igirshmrr6lqtxcpxsea",https://www.pro-football-reference.com/req/20230307/images/headshots/NixxBo00_2025.jpg,Unique Name,False
Boston Scott,5122,ScotBo02,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/drf1wvqkjdvtu1rtxvfe",https://www.pro-football-reference.com/req/20230307/images/headshots/ScotBo02_2025.jpg,Unique Name,False
Brady Cook,12538,CookBr03,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/h8dnpq2fikpgnrnfiapx",https://www.pro-football-reference.com/req/20230307/images/headshots/CookBr03_2025.jpg,Unique Name,False
Braelon Allen,11576,AlleBr05,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pdaa8u0x2qepyklabdr3",https://www.pro-football-reference.com/req/20230307/images/headshots/AlleBr05_2025.jpg,Unique Name,False
Brandin Cooks,2197,CookBr00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/krz3gv9jjs92arlctvqf",https://www.pro-football-reference.com/req/20230307/images/headshots/CookBr00_2025.jpg,Unique Name,False
Brandon Aiyuk,6803,AiyuBr00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/avzzxycxyculxxqce5k7",https://www.pro-football-reference.com/req/20230307/images/headshots/AiyuBr00_2025.jpg,Unique Name,False
Brandon Allen,3357,AlleBr00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cz7oluypd7ahkdrr8net",https://www.pro-football-reference.com/req/20230307/images/headshots/AlleBr00_2025.jpg,Unique Name,False
Brandon Aubrey,,AubrBr00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ynyyootbeabm5sx4ejgt",https://www.pro-football-reference.com/req/20230307/images/headshots/AubrBr00_2025.jpg,Unique Name,False
Brandon Bolden,1034,BoldBr00,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kqqwz35z9brhkzbs4bcn",https://www.pro-football-reference.com/req/20230307/images/headshots/BoldBr00_2025.jpg,Unique Name,False
Brandon McManus,,McMaBr01,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qvwi9b1vfkn0wlmdl7ej",https://www.pro-football-reference.com/req/20230307/images/headshots/McMaBr01_2025.jpg,Unique Name,False
Brandon Powell,5695,PoweBr00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kpggzzkazhxoq4e77xho",https://www.pro-football-reference.com/req/20230307/images/headshots/PoweBr00_2025.jpg,Unique Name,False
Brashard Smith,12455,SmitBr09,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/u3t4csj7hhcgymvb8ldf",https://www.pro-football-reference.com/req/20230307/images/headshots/SmitBr09_2025.jpg,Unique Name,False
Braxton Berrios,5121,BerrBr00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/striwxmn9t0ixherw7l8",https://www.pro-football-reference.com/req/20230307/images/headshots/BerrBr00_2025.jpg,Unique Name,False
Breece Hall,8155,HallBr03,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/m3dviruymtm2wl2zcpmr",https://www.pro-football-reference.com/req/20230307/images/headshots/HallBr03_2025.jpg,Unique Name,False
Brenden Rice,11621,RiceBr00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/upu2vor6vg1wma5jpfqi",https://www.pro-football-reference.com/req/20230307/images/headshots/RiceBr00_2025.jpg,Unique Name,False
Brenen Thompson,13380,ThomBr07,,https://www.pro-football-reference.com/req/20230307/images/headshots/ThomBr07_2025.jpg,Unique Name,False
Brenton Strange,9480,StraBr00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yabpcvadjlrkxzducv7k",https://www.pro-football-reference.com/req/20230307/images/headshots/StraBr00_2025.jpg,Unique Name,False
Brett Maher,,MaheBr01,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/v5fuzaeucyftknl6hwoe",https://www.pro-football-reference.com/req/20230307/images/headshots/MaheBr01_2025.jpg,Unique Name,False
Brett Rypien,6037,RypiBr00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/aagqym9xmd5rligbbacq",https://www.pro-football-reference.com/req/20230307/images/headshots/RypiBr00_2025.jpg,Unique Name,False
Brevin Jordan,7568,JordBr00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ypyec24t4prirebsdcg4",https://www.pro-football-reference.com/req/20230307/images/headshots/JordBr00_2025.jpg,Unique Name,False
Brian Hoyer,345,HoyeBr00,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/japt3mj2xctm7saqndxn",https://www.pro-football-reference.com/req/20230307/images/headshots/HoyeBr00_2025.jpg,Unique Name,False
Brian Robinson,8154,RobiBr01,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/n1xhex1ytisxcbcggqu7",https://www.pro-football-reference.com/req/20230307/images/headshots/RobiBr01_2025.jpg,Unique Name,False
Brian Thomas,11631,,,,,True
Brock Bowers,11604,BoweBr01,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uzp2ffi0lomamxofsrhy",https://www.pro-football-reference.com/req/20230307/images/headshots/BoweBr01_2025.jpg,Unique Name,False
Brock Purdy,8183,PurdBr00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xykdxnvxpf9pobxvkjfj",https://www.pro-football-reference.com/req/20230307/images/headshots/PurdBr00_2025.jpg,Unique Name,False
Brock Wright,7891,WrigBr01,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bd8sqnzheg7zetlhvku5",https://www.pro-football-reference.com/req/20230307/images/headshots/WrigBr01_2025.jpg,Unique Name,False
Bryan Edwards,6870,EdwaBr01,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/duzbn0dd5ss2lnrsovyn",https://www.pro-football-reference.com/req/20230307/images/headshots/EdwaBr01_2025.jpg,Unique Name,False
Bryce Lance,13420,LancBr00,,https://www.pro-football-reference.com/req/20230307/images/headshots/LancBr00_2025.jpg,Unique Name,False
Bryce Perkins,7335,PerkBr02,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mouuxpmyg8wgcrtfc0tr",https://www.pro-football-reference.com/req/20230307/images/headshots/PerkBr02_2025.jpg,Unique Name,False
Bryce Young,9228,YounBr01,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qy1lfhlzhiacsyzzm1j7",https://www.pro-football-reference.com/req/20230307/images/headshots/YounBr01_2025.jpg,Unique Name,False
Bub Means,11748,MeanBu00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ombzgoqppbhusiwikupj",https://www.pro-football-reference.com/req/20230307/images/headshots/MeanBu00_2025.jpg,Unique Name,False
Bucky Irving,11584,IrviBu00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hmgpumoxwhvrrkcjuuuw",https://www.pro-football-reference.com/req/20230307/images/headshots/IrviBu00_2025.jpg,Unique Name,False
Byron Pringle,5199,PrinBy00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qo8a5r4rspevt1rlq8r0",https://www.pro-football-reference.com/req/20230307/images/headshots/PrinBy00_2025.jpg,Unique Name,False
C.J. Beathard,4127,BeatC.00,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yw8euaevcvwswbx5w27w",https://www.pro-football-reference.com/req/20230307/images/headshots/BeatC.00_2025.jpg,Unique Name,False
C.J. Ham,,HamxC.00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/evssvutwjy6szq7dpelm",https://www.pro-football-reference.com/req/20230307/images/headshots/HamxC.00_2025.jpg,Unique Name,False
C.J. Stroud,9758,StroCJ00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tt4zrtxlhifaljhj0rn7",https://www.pro-football-reference.com/req/20230307/images/headshots/StroCJ00_2025.jpg,Unique Name,False
C.J. Uzomah,,UzomC.00,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hnkflpl5pzbfbdvtcv1c",https://www.pro-football-reference.com/req/20230307/images/headshots/UzomC.00_2025.jpg,Unique Name,False
Cade Klubnik,13303,KlubCa00,,https://www.pro-football-reference.com/req/20230307/images/headshots/KlubCa00_2025.jpg,Unique Name,False
Cade Otton,8111,OttoCa00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dlgxvfpnufpnxkvu1ynb",https://www.pro-football-reference.com/req/20230307/images/headshots/OttoCa00_2025.jpg,Unique Name,False
Cade Stover,11599,StovCa00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ltjwprbwuy9dtyz1dg7y",https://www.pro-football-reference.com/req/20230307/images/headshots/StovCa00_2025.jpg,Unique Name,False
Cade York,,YorkCa00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/irts9o3l9mzopvyg7c25",https://www.pro-football-reference.com/req/20230307/images/headshots/YorkCa00_2025.jpg,Unique Name,False
Cairo Santos,,SantCa01,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/w5mfvjfuflbitwuji1yx",https://www.pro-football-reference.com/req/20230307/images/headshots/SantCa01_2025.jpg,Unique Name,False
Caleb Douglas,13296,DougCa00,,https://www.pro-football-reference.com/req/20230307/images/headshots/DougCa00_2025.jpg,Unique Name,False
Caleb Huntley,7741,HuntCa02,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xzzb2fcp1ovzekumnjga",https://www.pro-football-reference.com/req/20230307/images/headshots/HuntCa02_2025.jpg,Unique Name,False
Caleb Williams,11560,WillCa03,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/h4qs11kutwiw7whekmyt",https://www.pro-football-reference.com/req/20230307/images/headshots/WillCa03_2025.jpg,Unique Name,False
Calvin Austin,8125,,,,,True
Calvin Ridley,4981,RidlCa00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/l96rlegwqz7qfakbdtlp",https://www.pro-football-reference.com/req/20230307/images/headshots/RidlCa00_2025.jpg,Unique Name,False
Cam Akers,6938,AkerCa00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dutj0wamu7giwghnmr4m",https://www.pro-football-reference.com/req/20230307/images/headshots/AkerCa00_2025.jpg,Unique Name,False
Cam Miller,12688,,,,,True
Cam Newton,954,,,,,True
Cam Skattebo,12481,SkatCa00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vnftthkbvw7ucsqtqjpq",https://www.pro-football-reference.com/req/20230307/images/headshots/SkatCa00_2025.jpg,Unique Name,False
Cam Ward,12522,WardCa00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/viadutkbvligsopnd2qn",https://www.pro-football-reference.com/req/20230307/images/headshots/WardCa00_2025.jpg,Unique Name,False
Cameron Brate,2214,BratCa00,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jhioqec65qy4z7s6w9a6",https://www.pro-football-reference.com/req/20230307/images/headshots/BratCa00_2025.jpg,Unique Name,False
Cameron Dicker,,DickCa00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vd4nd1hoax82j7fi2bx0",https://www.pro-football-reference.com/req/20230307/images/headshots/DickCa00_2025.jpg,Unique Name,False
Cameron Latu,10210,LatuCa01,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lpit9rjxtbjkl8jjdk7w",https://www.pro-football-reference.com/req/20230307/images/headshots/LatuCa01_2025.jpg,Unique Name,False
Cameron Ward,,,,,,True
Carnell Tate,13279,TateCa00,,https://www.pro-football-reference.com/req/20230307/images/headshots/TateCa00_2025.jpg,Unique Name,False
Carson Beck,13272,,,,Unique Name,True
Carson Steele,11582,SteeCa00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fafuydt7skhufescqhxv",https://www.pro-football-reference.com/req/20230307/images/headshots/SteeCa00_2025.jpg,Unique Name,False
Carson Wentz,3161,WentCa00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ot6wu9gw3cgcdb2cx6is",https://www.pro-football-reference.com/req/20230307/images/headshots/WentCa00_2025.jpg,Unique Name,False
Case Keenum,1737,KeenCa00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/weixhyzal4ntsyszyepu",https://www.pro-football-reference.com/req/20230307/images/headshots/KeenCa00_2025.jpg,Unique Name,False
Casey Washington,11806,WashCa01,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wkoysykj4htld4yajljn",https://www.pro-football-reference.com/req/20230307/images/headshots/WashCa01_2025.jpg,Unique Name,False
Cedric Tillman,10444,,,,,True
Cedrick Wilson,5113,WilsCe00,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nocwjs6usj2ytmpblq6p",https://www.pro-football-reference.com/req/20230307/images/headshots/WilsCe00_2025.jpg,Unique Name,False
CeeDee Lamb,6786,LambCe00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ijxzvtumjhqu3zva1bwc",https://www.pro-football-reference.com/req/20230307/images/headshots/LambCe00_2025.jpg,Unique Name,False
Charlie Jones,10228,,,,,True
Chase Brown,9224,BrowCh10,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pv3sq3uzosixxexbznq5",https://www.pro-football-reference.com/req/20230307/images/headshots/BrowCh10_2025.jpg,Unique Name,False
Chase Claypool,6886,ClayCh01,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/intpee5tvgt6rhzxhquc",https://www.pro-football-reference.com/req/20230307/images/headshots/ClayCh01_2025.jpg,Unique Name,False
Chase Edmonds,5000,EdmoCh00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nbnqxhjafvg2vg6lc2ls",https://www.pro-football-reference.com/req/20230307/images/headshots/EdmoCh00_2025.jpg,Unique Name,False
Chase McLaughlin,,McLaCh00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vwefhtevyn2qxauchan5",https://www.pro-football-reference.com/req/20230307/images/headshots/McLaCh00_2025.jpg,Unique Name,False
Chig Okonkwo,8210,OkonCh00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/omm5z5iq6dlmidqz1sgz",https://www.pro-football-reference.com/req/20230307/images/headshots/OkonCh00_2025.jpg,Unique Name,False
Chigoziem Okonkwo,,,,,,True
Chimere Dike,12540,DikeCh00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/njdduv9jx7c8vlrll8ex",https://www.pro-football-reference.com/req/20230307/images/headshots/DikeCh00_2025.jpg,Unique Name,False
Chris Bell,13311,BellCh00,,https://www.pro-football-reference.com/req/20230307/images/headshots/BellCh00_2025.jpg,Unique Name,False
Chris Blewitt,,BlewCh00,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/e30vigqekarg8cz3c2a6",https://www.pro-football-reference.com/req/20230307/images/headshots/BlewCh00_2025.jpg,Unique Name,False
Chris Boswell,1945,BoswCh00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rxbnhvnfjmheuryvdmuf",https://www.pro-football-reference.com/req/20230307/images/headshots/BoswCh00_2025.jpg,Unique Name,False
Chris Brazzell,13353,BrazCh00,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/oeumtn7z0ngoyavgtzkx",https://www.pro-football-reference.com/req/20230307/images/headshots/BrazCh00_2025.jpg,Unique Name,False
Chris Brooks,11370,,,,,True
Chris Evans,7794,EvanCh02,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/r7f5vinm6aqdzxtjf4yx",https://www.pro-football-reference.com/req/20230307/images/headshots/EvanCh02_2025.jpg,Unique Name,False
Chris Godwin,4037,,,,,True
Chris Moore,3269,MoorCh00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/o0s29hnpztyxqotqdx8h",https://www.pro-football-reference.com/req/20230307/images/headshots/MoorCh00_2025.jpg,Unique Name,False
Chris Olave,8144,OlavCh00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vrrmyvpvujynckag9jop",https://www.pro-football-reference.com/req/20230307/images/headshots/OlavCh00_2025.jpg,Unique Name,False
Chris Rodriguez,10219,,,,,True
Christian Kirk,4950,KirkCh01,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bugikrmfz5k4jvyaogza",https://www.pro-football-reference.com/req/20230307/images/headshots/KirkCh01_2025.jpg,Unique Name,False
Christian McCaffrey,4034,McCaCh01,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/resjdwihunsqckohcorj",https://www.pro-football-reference.com/req/20230307/images/headshots/McCaCh01_2025.jpg,Unique Name,False
Christian Watson,8167,WatsCh00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/syljognztlbghfeqyqn1",https://www.pro-football-reference.com/req/20230307/images/headshots/WatsCh00_2025.jpg,Unique Name,False
Chuba Hubbard,7594,HubbCh01,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pjgml85ghq7oa48dctn7",https://www.pro-football-reference.com/req/20230307/images/headshots/HubbCh01_2025.jpg,Unique Name,False
CJ Daniels,13270,DaniCJ00,,https://www.pro-football-reference.com/req/20230307/images/headshots/DaniCJ00_2025.jpg,Unique Name,False
Clayton Hatfield,,,,,,True
Clayton Tune,10217,TuneCl00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qf8khbyllgjzfyqd3yuz",https://www.pro-football-reference.com/req/20230307/images/headshots/TuneCl00_2025.jpg,Unique Name,False
Clyde Edwards-Helaire,6820,EdwaCl00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/er6tfnyxampiwn74zrui",https://www.pro-football-reference.com/req/20230307/images/headshots/EdwaCl00_2025.jpg,Unique Name,False
